aniso_fs	aniso_fsc	dldir_fs	dliso_fs	dlsyn_fs	iso_fs	iso_fsc	res_fs	res_fsc	synth_fs
0.94001763136018057	0.91274993873460863	0.86114691005498667	0.86546767604499741	0.85574588939670637	1.	0.93123401320496646	0.93902864553720433	0.91452981978506642	0.94446880586392601
0.92761901367030852	0.91050887664107683	0.84040199018407269	0.85534838972373128	0.84643000894365972	1.	0.92285158568139203	0.92829456329936177	0.91063711230027999	0.94217946436163458
0.93858633485731968	0.91696667220707351	0.84548525764348781	0.86861131198504749	0.84472587936812871	1.	0.92702565808599846	0.93577868155318789	0.91644138035096168	0.94777567744376057
0.93096197213923693	0.8999852672237364	0.84003945940784097	0.86540551340751648	0.83397826784451956	1.	0.91468439618524178	0.93273585282206684	0.90271006498564088	0.94228478998915732
0.94609581412215715	0.9199209595886787	0.84884612851047014	0.85866094640856205	0.84157097509924061	1.	0.93389121902286976	0.94641982748269926	0.91969323315125118	0.9477644695658507
0.94630718395365665	0.92248881872207023	0.8157830354468002	0.83178467880698848	0.83212696666046182	1.	0.92738159361367789	0.94488730390125286	0.92161305074595112	0.95082942214759048
0.93265621823869682	0.9049310100358755	0.8450184257451625	0.85511445700655064	0.84636733798845909	1.	0.91830247880107285	0.93332658330380192	0.90569046203455361	0.93967041674233442
0.93815228350495661	0.91489283550398748	0.83647775296013804	0.85349885121178382	0.84379759886438777	1.	0.92556296284581796	0.94293910456269758	0.91589843470025312	0.94621410168657794
0.94838149119376991	0.92090994980976515	0.84255289676366518	0.85158745821666892	0.84311279623630808	1.	0.93105482352013647	0.94774186490164036	0.92043993846727112	0.95504994934327292
0.93049048894442898	0.91842286065818823	0.80905626067668257	0.83464892557736159	0.83501499798771217	1.	0.93027860222983505	0.93211029881562346	0.91827773226288045	0.94674295744563053
0.92065340777219351	0.91120885115545835	0.77107548891020827	0.79469617645071944	0.82962302820790168	1.	0.92393559098262013	0.92039358041272601	0.91007495223490964	0.94007208353317717
0.94421602512053693	0.91593332839623975	0.84189733413400747	0.8583555423946303	0.84730879973953832	1.	0.93206459260851782	0.94439766288418014	0.91508987331893976	0.95121353048255797
0.92134832698620639	0.89763729535037895	0.82319738141140808	0.84831046550249589	0.83241929608319654	1.	0.93131174750375423	0.92331624277462998	0.89602094579121505	0.93172608667878132
0.93001912074323667	0.9119272546179471	0.8349062335960471	0.86850168495251834	0.84655308623320391	1.	0.92276000602545183	0.9291137686913411	0.91055077549323005	0.94214379374585033
0.93281782393835333	0.91281574156494205	0.85498809624427718	0.8730346410075861	0.84891866080155676	1.	0.9292021872069598	0.92993088226518983	0.91243386853058717	0.94252070081726336
0.93125931114300142	0.9107453815735943	0.80353069674517663	0.82354308378186625	0.82876882440986466	1.	0.92714012231148735	0.93140538286666186	0.90987904438627421	0.94566703982727041
0.93397172447805354	0.90826631882654996	0.84293523331782605	0.85968761726390319	0.84369080234342764	1.	0.92596504095988807	0.93571966088636582	0.91054847404768069	0.9440345452216713
0.94426799724152755	0.92878630406077534	0.84067407026109642	0.86320123571577045	0.8566227221189282	1.	0.93422554409481429	0.94385694036084011	0.92901410555878994	0.95460515608525942
0.92499142588145578	0.90949938257076257	0.82893962666193954	0.8627606463744647	0.85139717230031875	1.	0.93063536468775987	0.92650081054683475	0.90889751147645159	0.94796834133499852
0.89801811148139499	0.88466212399592548	0.79641523725858432	0.85648995387627624	0.80682912317159494	1.	0.93131761635652255	0.9020831105954592	0.90170781645824449	0.91446528584964182
0.9401542812323862	0.91281489626583157	0.84836524389564183	0.86891605271219918	0.85188785158804858	1.	0.9235817514113972	0.93814504709937419	0.91398693721507063	0.94681097463104646
0.9386921090525876	0.91227655403067698	0.85356069026990244	0.86196047505589224	0.85376028978522622	1.	0.92859972454451623	0.93837636752623299	0.91323040205023875	0.94452670889244772
0.94373093464600621	0.91811900161867721	0.8518543924991776	0.86653516969316602	0.8528882581438163	1.	0.93239086651204883	0.94341247656266092	0.91858832573211069	0.94907364008835338
0.93049379014617717	0.91503337186568379	0.83336566228159725	0.85368227849909295	0.84490942368644262	1.	0.92927671478763774	0.93241641129170694	0.91469812947973761	0.94579477403721912
0.9422263953634471	0.91343638587587273	0.82146933174694314	0.84333519442758376	0.82690220028574923	1.	0.92551543187540941	0.94187821567876706	0.9141383451060664	0.9464977714328342
0.94371821788969112	0.9209150944185841	0.80437972365618815	0.83361028980460339	0.81998001661887743	1.	0.92890968343687053	0.94397914333369815	0.92023133937291246	0.95402515975134927
0.94096857731236461	0.92136049231385009	0.86840203626028933	0.88493847027862094	0.85870475868481111	1.	0.93339076377448982	0.93856619986055323	0.92114955649864994	0.94863946024390622
0.93045768714255339	0.91075646260315857	0.83435393341846587	0.85252318450205566	0.83879818281534579	1.	0.93285828380298408	0.93420721680341146	0.91040072279797501	0.94044057293988892
0.93239230543126816	0.91230747926077693	0.82379039909396656	0.8609771109398825	0.83869356061586842	1.	0.93030539962420478	0.93144885158053892	0.91661170073212617	0.94643395972848043
0.94086164898181002	0.9208424156535775	0.81848185410862184	0.84859152328734511	0.8376016654495515	1.	0.92578710165804801	0.93923528503072329	0.92051749550341333	0.94941791169201029
0.93642790373163853	0.91312120893863158	0.81156550108810588	0.82930359801001519	0.82798432323204096	1.	0.92448108676631735	0.93573507079126594	0.91279718591387038	0.94580581466475133
0.94589134473649261	0.92526349245406825	0.84486745591090429	0.87115892335582112	0.84562341475735925	1.	0.93150677020014616	0.94666837771653767	0.92622007775818072	0.95633034581617837
0.9486022627389471	0.92521618606537981	0.84597644363935243	0.86937213419235015	0.84913178048256643	1.	0.93347349390860113	0.95109232304445046	0.92651707986589671	0.95546255562057014
0.92654511510982918	0.9018070383174237	0.844905778164036	0.85614109175814634	0.84496754664813278	1.	0.91516166786866926	0.92313734480096354	0.90166809838475426	0.93943855417986222
0.9338439257543264	0.90842877549437706	0.82362587559293698	0.82379217837104812	0.83395717839722616	1.	0.92161611431623536	0.93281267913603083	0.9085365635992515	0.93926383686495107
0.93715533356187297	0.9172368806018707	0.83654908571840658	0.86099206844309772	0.84501033526234426	1.	0.92627818220720604	0.93513679207662004	0.9163500923784883	0.9499479971505117
0.9333710469936416	0.90790145822032875	0.84065377409041964	0.85881649227571444	0.84455675331774149	1.	0.92583534334105599	0.93378330302853685	0.90872949639103562	0.9406860288708363
0.93914766016030049	0.91345680362391601	0.84477342235164088	0.85657049301755162	0.84791455969103735	1.	0.92834696305612363	0.93782194653097906	0.91448002345612212	0.94694828779863582
0.92631916477634402	0.91012475870544007	0.85889590063656995	0.87790588445209472	0.84895250580169712	1.	0.92691414626250712	0.92764631062637093	0.91081242300460352	0.93843953010246239
0.93424601463573209	0.90963817645952216	0.8524528113468598	0.86325950233523918	0.84981067899500584	1.	0.92427924395531003	0.93464207047077352	0.91024494482174423	0.93917360439777364
